CUSTNAME,REGION,PARTNUM,REVENUE,COST,MARGIN
CONSTRUCTION SPECIALTIES,01-East,733610650,89868.12,22127.38,67740.74
CONSTRUCTION SPECIALTIES,01-East,733151600,40960,6637.24,34322.76
CONSTRUCTION SPECIALTIES,01-East,764787200,32943.1,6931.03,26012.07
CONSTRUCTION SPECIALTIES,01-East,733184000,19572,4417.97,15154.03
CONSTRUCTION SPECIALTIES,01-East,733182340,16493.4,2622.64,13870.76
CONSTRUCTION SPECIALTIES,01-East,768222000,12898.6,2726.64,10171.96
CONSTRUCTION SPECIALTIES,01-East,768221000,4386.2,919.89,3466.31
CONSTRUCTION SPECIALTIES,01-East,734910000,362,53.09,308.91
CONSTRUCTION SPECIALTIES,01-East,733151500,294,47.69,246.31
CONSUTECH SYSTEMS LLC,02-Central,777642000,7665,2302.55,5362.45
COORSTEK,01-East,779988831,8818.5,2227.99,6590.51
COORSTEK,01-East,739561000,443.52,86.19,357.33
COORSTEK,01-East,777642000,143,50.36,92.64
CORE PIPE,02-Central,724261200,786,78.2,707.8
CORMETECH INC,02-Central,770200000,630,40.79,589.21
CORNING GLASS WORKS,01-East,733505200,910,167.67,742.33
CORNING INCORPORATED,01-East,733423600,228.48,45.08,183.4
CORNING INCORPORATED,01-East,733444100,208.6,81.62,126.98
CORNING SHARED SERVICES,01-East,734370000,12641200,2013467.19,10627732.81
CORNING SHARED SERVICES,01-East,761924000,52394.94,12023.4,40371.54
CORNING SHARED SERVICES,01-East,770700000,44200,29622.5,14577.5
CORNING SHARED SERVICES,01-East,719500000,42090,6819.48,35270.52
CORNING SHARED SERVICES,01-East,718501000,21856,4331.98,17524.02
CORNING SHARED SERVICES,01-East,761073000,18480,7110.73,11369.27
CORNING SHARED SERVICES,01-East,766121000,4579.5,283.25,4296.25
CORNING SHARED SERVICES,01-East,733525500,3164,536.32,2627.68
CORNING SHARED SERVICES,01-East,737321000,2504.16,1168.96,1335.2
CORNING SHARED SERVICES,01-East,766081010,2055.3,134.32,1920.98
CORNING SHARED SERVICES,01-East,740402301,1767.5,430.33,1337.17
CORNING SHARED SERVICES,01-East,740283401,1564.2,265.38,1298.82
CORNING SHARED SERVICES,01-East,740402402,1535,387.32,1147.68
CORNING SHARED SERVICES,01-East,770540000,1280.83,94.98,1185.85
CORNING SHARED SERVICES,01-East,770230000,960.75,71.08,889.67
CORNING SHARED SERVICES,01-East,733403100,944.93,122.6,822.33
CORNING SHARED SERVICES,01-East,770380000,916,51.37,864.63
CORNING SHARED SERVICES,01-East,764781000,480.6,39.44,441.16
CORNING SHARED SERVICES,01-East,733505200,434,76.44,357.56
CORNING SHARED SERVICES,01-East,777601000,287.95,58.8,229.15
CORNING SHARED SERVICES,01-East,734611100,278.32,54.36,223.96
CORNING SHARED SERVICES,01-East,727063000,139.6,15.92,123.68
CORNING SHARED SERVICES,01-East,727063016,139.6,15.84,123.76
CORNING SHARED SERVICES,01-East,726020005,132.8,14.88,117.92
CORNING SHARED SERVICES,01-East,726020015,132.8,16.37,116.43
CORVID TECHNOLOGIES,02-Central,777642000,143,50.36,92.64
COTRONICS INC,01-East,733586500,193643.28,29482.3,164160.98
COTRONICS INC,01-East,733566200,91497.6,16578.07,74919.53
COTRONICS INC,01-East,733543500,84780.8,20175.81,64604.99
COTRONICS INC,01-East,770260000,53118.45,5653.58,47464.87
COTRONICS INC,01-East,733543700,42262.4,7887.59,34374.81
COTRONICS INC,01-East,733505300,32689,5703,26986
COTRONICS INC,01-East,770222000,32621.38,3059.28,29562.1
COTRONICS INC,01-East,733543000,18140.2,4220.58,13919.62
COTRONICS INC,01-East,764461006,13803.2,2118.01,11685.19
COTRONICS INC,01-East,770212000,12680.2,1420.95,11259.25
COTRONICS INC,01-East,733586400,11583.72,1774.92,9808.8
COTRONICS INC,01-East,733566100,3693.6,870.72,2822.88
COTRONICS INC,01-East,764521000,2600,265.94,2334.06
COTRONICS INC,01-East,792620000,1776,409.36,1366.64
COTRONICS INC,01-East,770200000,390.6,40.79,349.81
"CPP - CLEVELAND, INC.",02-Central,764781000,22243,5719.18,16523.82
"CPP - CLEVELAND, INC.",02-Central,764461006,15028,4749.3,10278.7
CPP GUAYMAS,01-East,764609200,19215,6989.64,12225.36
CPP GUAYMAS,01-East,764609500,10293.75,3921.28,6372.47
CPP GUAYMAS,01-East,764609100,7320,2685.1,4634.9
CPP GUAYMAS,01-East,764461006,353.6,111.75,241.85
CRC INDUSTRIES,01-East,727000140,40986,3966.67,37019.33
CREATIVE ENGINEERS,02-Central,764901000,1275.75,48.42,1227.33
CREST ULTRASONICS,01-East,739541100,15859.2,2048.23,13810.97
CROWN BATTERY MFG. CO.,02-Central,733151500,1372,149.49,1222.51
CROWN ENGINEERING CORP,01-East,733721000,11160,3750.7,7409.3
CUBE TECHNOLOGY,01-East,739641100,482.04,201.6,280.44
CUBE TECHNOLOGY,01-East,739561000,473.76,85.22,388.54
CUSTOM HEAT LLC,01-East,733464500,298,29.52,268.48
CUSTOM MACHINE & DESIGN,01-East,739741100,2504.32,774.88,1729.44
CYCLOTHERM OF WATERTOWN,01-East,733211050,3126.4,627.42,2498.98
CYTEC,02-Central,723960000,98698.5,27780.73,70917.77
CYTEC,02-Central,734000008,1701,362.77,1338.23
CYTEC,02-Central,720219100,1339.2,39.99,1299.21
CYTEC,02-Central,734000006,1182,159.44,1022.56
D & M HYDRAULIC,01-East,770220000,471,27.35,443.65
"D-J ENGINEERING, INC.",01-East,764821000,894,31.32,862.68
"D-J ENGINEERING, INC.",01-East,777642000,143,50.36,92.64
D. W. MACK CO,01-East,733464400,626,86.74,539.26
DALE STOVER,01-East,739641100,926.64,274.86,651.78
DALE STOVER,01-East,734611100,178.72,26.96,151.76
DANNER CORPORATION,01-East,725441200,388,65.77,322.23
DANSER INC,02-Central,727000140,207544.56,88726.9,118817.66
DANSER INC,02-Central,763991000,177678.8,123197.8,54481
DANSER INC,02-Central,734910000,41998.8,11524.33,30474.47
DANSER INC,02-Central,734830000,11152,1517.88,9634.12
DANSER INC,02-Central,734311100,1028.64,101.11,927.53
DANSER INC,02-Central,770220000,690,55.79,634.21
DANSER INC,02-Central,770200000,486,42.41,443.59
DARK CORNER GLASS,02-Central,737321000,1551.04,214.14,1336.9
DATA CENTER RESOURCES LLC,01-East,735750110,1180,275.34,904.66
DATA CENTER RESOURCES LLC,01-East,735750112,945,290.67,654.33
DATA CENTER RESOURCES LLC,01-East,735751022,520.5,229.97,290.53
DATA CENTER RESOURCES LLC,02-Central,735751000,2002,621.86,1380.14
DATA CENTER RESOURCES LLC,02-Central,735751020,704,260.73,443.27
DAVID H. SUTHERLAND & CO.,01-East,770800000,2980,63.88,2916.12
DAVIS SALES AGENCY,02-Central,738561000,10529.92,3930.1,6599.82
"DAVIS-STANDARD, LLC",01-East,733444200,2324,266.53,2057.47
DCO ENERGY,01-East,734751200,275.45,37.39,238.06
DEAS CONSTRUCTION,02-Central,739741100,385.6,168.32,217.28
DECATUR RUBBER & GASKET,02-Central,770510000,940,41.39,898.61
DECATUR RUBBER & GASKET,02-Central,770200000,666,42.41,623.59
DECATUR RUBBER & GASKET,02-Central,733444200,332,34.69,297.31
DEKA RESEARCH,01-East,733671000,1438.08,119.66,1318.42
DELAWARE CITY REFINING CO,01-East,770240000,13627.5,963.02,12664.48
DELPHI AUTOMOTIVE SYSTEMS,01-East,768241000,364.25,17.69,346.56
DELPHI CORPORATION,01-East,768211000,374,23.39,350.61
DELPHI CORPORATION,01-East,768231000,262.25,13.17,249.08
DELTA REFRACTORIES,01-East,766121610,795755.36,299738.55,496016.81
DELTA REFRACTORIES,01-East,764821000,465073,194458.54,270614.46
DELTA REFRACTORIES,01-East,764901000,384200,181439.71,202760.29
DELTA REFRACTORIES,01-East,734132000,277481.5,62861.76,214619.74
DELTA REFRACTORIES,01-East,764820600,266880,98426.76,168453.24
DELTA REFRACTORIES,01-East,764901050,225320.5,103145.37,122175.13
DELTA REFRACTORIES,01-East,792627000,172084.77,72343.11,99741.66
DELTA REFRACTORIES,01-East,766126012,163472,66294.12,97177.88
DELTA REFRACTORIES,01-East,766001510,153960,60498.16,93461.84
DELTA REFRACTORIES,01-East,766121000,145086.5,56815.04,88271.46
DELTA REFRACTORIES,01-East,766001000,116207,45801.74,70405.26
DELTA REFRACTORIES,01-East,764521000,103791,46509.93,57281.07
DELTA REFRACTORIES,01-East,734990000,102715.6,33396.35,69319.25
DELTA REFRACTORIES,01-East,734830000,101136,33145.74,67990.26
DELTA REFRACTORIES,01-East,766122000,91531,34533.84,56997.16
DELTA REFRACTORIES,01-East,734311100,90305.48,10411.74,79893.74
DELTA REFRACTORIES,01-East,766006110,81367,32669.43,48697.57
DELTA REFRACTORIES,01-East,779989337,80878.08,33761,47117.08
DELTA REFRACTORIES,01-East,764822000,76330,30815.91,45514.09
DELTA REFRACTORIES,01-East,766162000,71797,38517.86,33279.14
DELTA REFRACTORIES,01-East,768222512,67490,44723.41,22766.59
DELTA REFRACTORIES,01-East,740262000,66066,16608.9,49457.1
DELTA REFRACTORIES,01-East,764605000,60295,26714.38,33580.62
DELTA REFRACTORIES,01-East,762134000,59052.84,20051.57,39001.27
DELTA REFRACTORIES,01-East,733525500,54922.5,18597.12,36325.38
DELTA REFRACTORIES,01-East,727000140,54130.4,18545.17,35585.23
DELTA REFRACTORIES,01-East,733211000,52745.7,10770.95,41974.75
DELTA REFRACTORIES,01-East,764906000,52279,23839.04,28439.96
DELTA REFRACTORIES,01-East,792623000,52096.1,23145.57,28950.53
DELTA REFRACTORIES,01-East,764861000,51811,21126.44,30684.56
DELTA REFRACTORIES,01-East,764824010,50328,18611.93,31716.07
DELTA REFRACTORIES,01-East,768221000,45320,21276.57,24043.43
DELTA REFRACTORIES,01-East,734910000,41787.3,9887.15,31900.15
DELTA REFRACTORIES,01-East,777601000,37631.65,10119.58,27512.07
DELTA REFRACTORIES,01-East,766594010,36736,19511.34,17224.66
DELTA REFRACTORIES,01-East,733511000,32166.25,15958.65,16207.6
DELTA REFRACTORIES,01-East,724311400,32143,7277.87,24865.13
DELTA REFRACTORIES,01-East,734851000,31144.6,7559.42,23585.18
DELTA REFRACTORIES,01-East,764522000,30760,14028.57,16731.43
DELTA REFRACTORIES,01-East,764864000,29488,12710.97,16777.03
DELTA REFRACTORIES,01-East,764561000,29085,15046.26,14038.74
DELTA REFRACTORIES,01-East,740023000,27484.8,6895.13,20589.67
DELTA REFRACTORIES,01-East,764601000,26938.75,13863.54,13075.21
DELTA REFRACTORIES,01-East,733383000,25732.08,4401.18,21330.9
DELTA REFRACTORIES,01-East,739741100,22298.88,17009.3,5289.58
DELTA REFRACTORIES,01-East,764481000,21552,8959.66,12592.34
DELTA REFRACTORIES,01-East,766594001,21504,11345.38,10158.62
DELTA REFRACTORIES,01-East,764902000,20295,8662.44,11632.56
DELTA REFRACTORIES,01-East,739561100,19780.99,5318.45,14462.54
DELTA REFRACTORIES,01-East,770430000,19175,3375.33,15799.67
DELTA REFRACTORIES,01-East,766081010,18227,6012.01,12214.99
DELTA REFRACTORIES,01-East,740063000,17947.44,5372.37,12575.07
DELTA REFRACTORIES,01-East,764781000,17748,6533.01,11214.99
DELTA REFRACTORIES,01-East,733510000,16785,9095.53,7689.47
DELTA REFRACTORIES,01-East,764520500,16184,6478.2,9705.8
DELTA REFRACTORIES,01-East,740361900,14711.04,6242.47,8468.57
DELTA REFRACTORIES,01-East,771502000,13545,990.96,12554.04
DELTA REFRACTORIES,01-East,779988828,13193.12,6248.62,6944.5
DELTA REFRACTORIES,01-East,766161000,11412,6279.69,5132.31
DELTA REFRACTORIES,01-East,734211200,11272.76,1463.76,9809
DELTA REFRACTORIES,01-East,766166000,9660,4855.52,4804.48
DELTA REFRACTORIES,01-East,777901000,9445.38,2118.82,7326.56
DELTA REFRACTORIES,01-East,740283502,9350,3745.96,5604.04
DELTA REFRACTORIES,01-East,764564000,9296,4699.99,4596.01
DELTA REFRACTORIES,01-East,768222550,9278.1,4765.43,4512.67
DELTA REFRACTORIES,01-East,779988827,9200.94,4212.69,4988.25
DELTA REFRACTORIES,01-East,777642000,9198.1,3631.14,5566.96
DELTA REFRACTORIES,01-East,779989700,8437.76,3073.9,5363.86
DELTA REFRACTORIES,01-East,733221400,7768.84,2338.09,5430.75
DELTA REFRACTORIES,01-East,770410000,7630,720.95,6909.05
DELTA REFRACTORIES,01-East,764526020,7408,2988.04,4419.96
DELTA REFRACTORIES,01-East,733444200,6712.4,1106.95,5605.45
DELTA REFRACTORIES,01-East,779988846,6226.74,2725.74,3501
DELTA REFRACTORIES,01-East,766541110,6156,3085.3,3070.7
DELTA REFRACTORIES,01-East,768211000,6156,2947.07,3208.93
DELTA REFRACTORIES,01-East,734351200,5254.7,2503.04,2751.66
DELTA REFRACTORIES,01-East,777903100,4900.98,1946.28,2954.7
DELTA REFRACTORIES,01-East,724281200,4537,1075.67,3461.33
DELTA REFRACTORIES,01-East,764821030,4424,1776.11,2647.89
DELTA REFRACTORIES,01-East,792620000,4160,2046.78,2113.22
DELTA REFRACTORIES,01-East,771320000,4155.5,684.5,3471
DELTA REFRACTORIES,01-East,733403300,3678.84,371.68,3307.16
DELTA REFRACTORIES,01-East,770372000,3404.8,238.55,3166.25
DELTA REFRACTORIES,01-East,739781100,3392.8,2061.29,1331.51
DELTA REFRACTORIES,01-East,764563500,3320,1438.28,1881.72
DELTA REFRACTORIES,01-East,768241000,3316,1472.53,1843.47
DELTA REFRACTORIES,01-East,739641100,3024,2061.41,962.59
DELTA REFRACTORIES,01-East,733586600,2563.2,378.1,2185.1
DELTA REFRACTORIES,01-East,718500000,2523.2,431.35,2091.85
DELTA REFRACTORIES,01-East,764821073,2370,2187,183
DELTA REFRACTORIES,01-East,738521000,2330.56,1624.59,705.97
DELTA REFRACTORIES,01-East,764901073,2295,2187,108
DELTA REFRACTORIES,01-East,733464600,2133.9,443.63,1690.27
DELTA REFRACTORIES,01-East,733721000,2092,652.35,1439.65
DELTA REFRACTORIES,01-East,770850000,2090,94.48,1995.52
DELTA REFRACTORIES,01-East,764261000,2040,918.76,1121.24
DELTA REFRACTORIES,01-East,733464500,2024,313.24,1710.76
DELTA REFRACTORIES,01-East,770510000,1967.5,130.98,1836.52
DELTA REFRACTORIES,01-East,770810000,1909.5,53.5,1856
DELTA REFRACTORIES,01-East,768127000,1700,285.82,1414.18
DELTA REFRACTORIES,01-East,764952100,1425,555.26,869.74
DELTA REFRACTORIES,01-East,764563000,1408,710.78,697.22
DELTA REFRACTORIES,01-East,740283401,1401.4,292.43,1108.97
DELTA REFRACTORIES,01-East,766594000,1392,779.69,612.31
DELTA REFRACTORIES,01-East,770540000,1279.25,94.98,1184.27
DELTA REFRACTORIES,01-East,733525600,1205,261.96,943.04
DELTA REFRACTORIES,01-East,792600000,1104,177.32,926.68
DELTA REFRACTORIES,01-East,766041000,1100,376.49,723.51
DELTA REFRACTORIES,01-East,734651200,1090.75,183.74,907.01
DELTA REFRACTORIES,01-East,766021000,1076,110.56,965.44
DELTA REFRACTORIES,01-East,764561210,1066,512.87,553.13
DELTA REFRACTORIES,01-East,764762000,1060,315.7,744.3
DELTA REFRACTORIES,01-East,792624000,1040,499.67,540.33
DELTA REFRACTORIES,01-East,733423600,963.2,171.14,792.06
DELTA REFRACTORIES,01-East,764605001,880,360.78,519.22
DELTA REFRACTORIES,01-East,738361000,761.22,617.76,143.46
DELTA REFRACTORIES,01-East,770500000,711,41.8,669.2
DELTA REFRACTORIES,01-East,770710000,657,16.81,640.19
DELTA REFRACTORIES,01-East,770380000,564,51.37,512.63
DELTA REFRACTORIES,01-East,777904301,518.18,234.94,283.24
DELTA REFRACTORIES,01-East,770392000,444,41.51,402.49
DELTA REFRACTORIES,01-East,792720000,429,85.41,343.59
DELTA REFRACTORIES,01-East,734751200,423.95,75.1,348.85
DELTA REFRACTORIES,01-East,764761000,416,122.84,293.16
DELTA REFRACTORIES,01-East,770200000,390.6,40.79,349.81
DELTA REFRACTORIES,01-East,734822000,370.5,67.47,303.03
DELTA REFRACTORIES,01-East,733141200,336,66.98,269.02
DELTA REFRACTORIES,01-East,777587000,317.84,18.74,299.1
DELTA REFRACTORIES,01-East,770220000,294,27.35,266.65
DELTA REFRACTORIES,01-East,770570000,246.67,21.63,225.04
DELTA REFRACTORIES,01-East,733423700,243.2,45.26,197.94
DELTA REFRACTORIES,01-East,733423800,243.2,48.07,195.13
DELTA REFRACTORIES,01-East,734900000,201.96,76.72,125.24
DELTA REFRACTORIES,01-East,779041000,120.2,30.16,90.04
DELTA REFRACTORIES,01-East,764461006,80,27.94,52.06
DELTA REFRACTORIES,02-Central,766121000,20000,10899.52,9100.48
DELTA REFRACTORIES,02-Central,734950000,4540,1131.28,3408.72
DELTA REFRACTORIES,02-Central,764821000,4260,1842.95,2417.05
DELTA REFRACTORIES,02-Central,764901000,2712,516.6,2195.4
DELTA REFRACTORIES,02-Central,766081010,1320,545.48,774.52
DELTA REFRACTORIES,02-Central,740402402,815,193.66,621.34
DELTA REFRACTORIES,02-Central,734851000,380.23,91.4,288.83
DELTA REFRACTORIES,02-Central,733141300,336,77.97,258.03
DELTA REFRACTORIES,02-Central,733151600,324,53.12,270.88
DENTAL CREATIONS LTD,01-East,734961000,25332,4643.96,20688.04
DENTSPLY CERAMCO,02-Central,734311100,2800.24,329.75,2470.49
DENTSPLY CERAMCO,02-Central,734211200,1344,137.04,1206.96
DEPT. OF THE NAVY,01-East,724311400,2346,376.76,1969.24
DERRINGER NEY,01-East,733151500,450,47.69,402.31
DETECTOR TECHNOLOGY,01-East,739541200,501.76,64.1,437.66
DFAS COLUMBUS CENTER,01-East,734010000,1720,180.1,1539.9
DIAMOND POWER INT'L. INC.,02-Central,727000140,3241.6,284.13,2957.47
DIELECTRIC SOLUTIONS LLC,02-Central,733403100,1107.25,92.79,1014.46
DILLON SUPPLY COMPANY,02-Central,770290000,2938.5,238.94,2699.56
DILLON SUPPLY,02-Central,770290000,3918,318.58,3599.42
DISTRIBUTION INT'L.,01-East,735602000,690746.9,246603.5,444143.4
DISTRIBUTION INT'L.,01-East,735602110,64332,20826.61,43505.39
DISTRIBUTION INT'L.,01-East,724071900,44762.34,6992.37,37769.97
DISTRIBUTION INT'L.,01-East,735752000,39744,14795.93,24948.07
DISTRIBUTION INT'L.,01-East,734311100,33981.2,3883.17,30098.03
DISTRIBUTION INT'L.,01-East,739370000,20040.38,15579.44,4460.94
DISTRIBUTION INT'L.,01-East,734121000,13972.5,3751.06,10221.44
DISTRIBUTION INT'L.,01-East,768142074,13484,3496.25,9987.75
DISTRIBUTION INT'L.,01-East,739290000,13142.3,14424.48,-1282.18
DISTRIBUTION INT'L.,01-East,735750000,6030,2008.93,4021.07
DISTRIBUTION INT'L.,01-East,735650000,5850,1482.97,4367.03
DISTRIBUTION INT'L.,01-East,768144200,4354.55,447.42,3907.13
DISTRIBUTION INT'L.,01-East,768121000,2520,704.55,1815.45
DISTRIBUTION INT'L.,01-East,737851000,1983.62,1326.4,657.22
DISTRIBUTION INT'L.,01-East,718501000,1577,272.12,1304.88
DISTRIBUTION INT'L.,01-East,770830000,1390,71.75,1318.25
DISTRIBUTION INT'L.,01-East,770320000,1311.2,206.07,1105.13
DISTRIBUTION INT'L.,01-East,770580000,1297,89.66,1207.34
DISTRIBUTION INT'L.,01-East,733505100,975,180.19,794.81
DISTRIBUTION INT'L.,01-East,737301000,839.62,643.84,195.78
DISTRIBUTION INT'L.,01-East,733141300,779.2,209.19,570.01
DISTRIBUTION INT'L.,01-East,768133000,778.6,85.83,692.77
DISTRIBUTION INT'L.,01-East,770312000,712.5,113.53,598.97
DISTRIBUTION INT'L.,01-East,770200000,689.4,81.57,607.83
DISTRIBUTION INT'L.,01-East,733384000,675.84,141.33,534.51
DISTRIBUTION INT'L.,01-East,742546000,661.5,82.04,579.46
DISTRIBUTION INT'L.,01-East,724311200,631,171.33,459.67
DISTRIBUTION INT'L.,01-East,768241100,500,183.65,316.35
DISTRIBUTION INT'L.,01-East,770380000,498,51.37,446.63
DISTRIBUTION INT'L.,01-East,770392000,392,41.51,350.49
DISTRIBUTION INT'L.,01-East,733505300,375,77.58,297.42
DISTRIBUTION INT'L.,01-East,734132000,366,76.28,289.72
DISTRIBUTION INT'L.,01-East,777601000,271.65,72.02,199.63
DISTRIBUTION INT'L.,01-East,777642000,210.5,66.2,144.3
DISTRIBUTION INT'L.,01-East,767650000,174,63.1,110.9
DISTRIBUTION INT'L.,01-East,767660000,93,33.15,59.85
DISTRIBUTION INT'L.,02-Central,735602000,384858.4,133532.97,251325.43
DISTRIBUTION INT'L.,02-Central,735602110,163798.4,61559.86,102238.54
DISTRIBUTION INT'L.,02-Central,764521030,114990,66784.69,48205.31
DISTRIBUTION INT'L.,02-Central,764521000,75605,28435.38,47169.62
DISTRIBUTION INT'L.,02-Central,764522000,26152,9225.83,16926.17
DISTRIBUTION INT'L.,02-Central,768111200,17712,6791.47,10920.53
DISTRIBUTION INT'L.,02-Central,735750000,17623.2,7140.05,10483.15
DISTRIBUTION INT'L.,02-Central,768111220,17064,8544.7,8519.3
DISTRIBUTION INT'L.,02-Central,764906000,6336,2330.33,4005.67
DISTRIBUTION INT'L.,02-Central,734830000,4554.4,768.14,3786.26
DISTRIBUTION INT'L.,02-Central,735752000,2662.4,1031.04,1631.36
DISTRIBUTION INT'L.,02-Central,739561100,2338.56,799.66,1538.9
DISTRIBUTION INT'L.,02-Central,733211050,2035.6,621.21,1414.39
DISTRIBUTION INT'L.,02-Central,733511000,1550,1504.42,45.58
DISTRIBUTION INT'L.,02-Central,764601000,1224,425.15,798.85
DISTRIBUTION INT'L.,02-Central,733725500,1152,589.4,562.6
DISTRIBUTION INT'L.,02-Central,764602000,954.6,317.96,636.64
DISTRIBUTION INT'L.,02-Central,734151100,832.2,186.9,645.3
DISTRIBUTION INT'L.,02-Central,735602010,812.5,470.93,341.57
DISTRIBUTION INT'L.,02-Central,733671000,485.86,112.55,373.31
DISTRIBUTION INT'L.,02-Central,739741100,436.99,336.64,100.35
DISTRIBUTION INT'L.,02-Central,739370000,388.22,276.48,111.74
DISTRIBUTION INT'L.,02-Central,777601000,287.95,58.8,229.15
DISTRIBUTION INT'L.,02-Central,770220000,258.6,27.35,231.25
DISTRIBUTION INT'L.,02-Central,733211000,201,53.2,147.8
DISTRIBUTION INT'L.,02-Central,764901000,183,64.06,118.94
DISTRIBUTION INT'L.,02-Central,734900000,171.6,57.54,114.06
DISTRIBUTION INT'L.,02-Central,768231000,165.3,53.93,111.37
DIVERSIFIED CONTROL INC.,01-East,738401000,2725.92,1284.48,1441.44
DIVERSIFIED INSULATION,02-Central,735602000,48384,16461.45,31922.55
DIVERSIFIED INSULATION,02-Central,768241000,44998,12500.72,32497.28
DIVERSIFIED INSULATION,02-Central,768231000,24155,6627.45,17527.55
DIVERSIFIED INSULATION,02-Central,768750000,1394.4,149.2,1245.2
DIVERSIFIED INSULATION,02-Central,735602110,840,262.52,577.48
DIVERSIFIED INSULATION,02-Central,764901073,140.5,72.9,67.6
DOMTAR A.W. LLC,02-Central,733525500,1460,140.79,1319.21
DOOLEY GASKET & SEAL,01-East,733525600,9630,1174.44,8455.56
DOOLEY GASKET & SEAL,01-East,733202000,3572,735.6,2836.4
DOOLEY GASKET & SEAL,01-East,733201000,2690.4,563.87,2126.53
DOOLEY GASKET & SEAL,01-East,733151600,1682.4,252.63,1429.77
DOOLEY GASKET & SEAL,01-East,733211050,1562.8,323.03,1239.77
DOOLEY GASKET & SEAL,01-East,733182200,1242.6,195.3,1047.3
DOOLEY GASKET & SEAL,01-East,764521000,899.1,39.81,859.29
DOOLEY GASKET & SEAL,01-East,764601000,610.2,26.32,583.88
DOOLEY GASKET & SEAL,01-East,739541200,470.02,80.45,389.57
DOT/FAA TECHNICAL CENTER,01-East,733464500,313,32.53,280.47
DOUGLAS MACHINES CORP.,02-Central,733211050,3740,422.43,3317.57
DOW CHEMICAL COMPANY,01-East,733423800,400,48.07,351.93
DRAKE WATER TECHNOLOGY,01-East,764903000,2160,598.17,1561.83
DRAKE WATER TECHNOLOGY,01-East,739641100,463.32,137.43,325.89
DS FIBERTECH CORP.,01-East,727000140,53577.6,15424,38153.6
